Professor,Publication Type,Venue,Title,Authors,Year,Research Field,Research Fields,Research Field Percentages,2D Points
Philipp Hennig,Conference or Workshop Paper,IROS,Efficient Bayesian local model learning for control.,Franziska Meier;Philipp Hennig;Stefan Schaal,2014,Machine Learning,['Machine Learning'],[0.75],"[-33.0001335144043, 2.375856876373291]"
Philipp Hennig,Conference or Workshop Paper,MICCAI (3),Probabilistic Shortest Path Tractography in DTI Using Gaussian Process ODE Solvers.,Michael Schober;Niklas Kasenburg;Aasa Feragen;Philipp Hennig;Søren Hauberg,2014,Machine Learning,['Machine Learning'],[0.75],"[40.0570068359375, -40.51541519165039]"
Philipp Hennig,Conference or Workshop Paper,NIPS,Probabilistic ODE Solvers with Runge-Kutta Means.,Michael Schober;David Duvenaud;Philipp Hennig,2014,Machine Learning,['Machine Learning'],[1.0],"[39.525062561035156, -41.89017105102539]"
Philipp Hennig,Conference or Workshop Paper,NIPS,Incremental Local Gaussian Regression.,Franziska Meier;Philipp Hennig;Stefan Schaal,2014,Machine Learning,"['Machine Learning', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-17.354175567626953, -19.051916122436523]"
Philipp Hennig,Conference or Workshop Paper,NIPS,Sampling for Inference in Probabilistic Models with Fast Bayesian Quadrature.,Tom Gunter;Michael A. Osborne;Roman Garnett;Philipp Hennig;Stephen J. Roberts,2014,Machine Learning,['Machine Learning'],[1.0],"[27.053001403808594, -30.341222763061523]"
Philipp Hennig,Conference or Workshop Paper,UAI,Active Learning of Linear Embeddings for Gaussian Processes.,Roman Garnett;Michael A. Osborne;Philipp Hennig,2014,Machine Learning,['Machine Learning'],[1.0],"[-14.585721015930176, -17.684398651123047]"
Philipp Hennig,Informal or Other Publication,CoRR,Local Gaussian Regression.,Franziska Meier;Philipp Hennig;Stefan Schaal,2014,Machine Learning,"['Machine Learning', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-17.002574920654297, -19.018877029418945]"
Philipp Hennig,Journal Article,J. Mach. Learn. Res.,Quasi-Newton methods: a new direction.,Philipp Hennig;Martin Kiefel,2013,Machine Learning,['Machine Learning'],[1.0],"[0.9500836133956909, -46.04758071899414]"
Philipp Hennig,Conference or Workshop Paper,Allerton,Nonparametric dynamics estimation for time periodic systems.,Edgar D. Klenske;Melanie Nicole Zeilinger;Bernhard Schölkopf;Philipp Hennig,2013,Machine Learning,['Machine Learning'],[1.0],"[-30.26626968383789, -4.2362380027771]"
Philipp Hennig,Conference or Workshop Paper,ICML (1),Fast Probabilistic Optimization from Noisy Gradients.,Philipp Hennig,2013,Machine Learning,['Machine Learning'],[1.0],"[16.104459762573242, -66.23746490478516]"
Philipp Hennig,Conference or Workshop Paper,NIPS,The Randomized Dependence Coefficient.,David López-Paz;Philipp Hennig;Bernhard Schölkopf,2013,Machine Learning,['Machine Learning'],[1.0],"[9.104056358337402, -54.03773880004883]"
Philipp Hennig,Informal or Other Publication,CoRR,Probabilistic Numerical Analysis in Riemannian Statistics.,Philipp Hennig;Søren Hauberg,2013,Machine Learning,['Machine Learning'],[1.0],"[12.57366943359375, -33.59006881713867]"
Philipp Hennig,Journal Article,J. Mach. Learn. Res.,Entropy Search for Information-Efficient Global Optimization.,Philipp Hennig;Christian J. Schuler,2012,Machine Learning,['Machine Learning'],[1.0],"[2.709369659423828, -65.22500610351562]"
Philipp Hennig,Conference or Workshop Paper,ICML,Quasi-Newton Methods: A New Direction.,Philipp Hennig;Martin Kiefel,2012,Machine Learning,['Machine Learning'],[1.0],"[0.9500836133956909, -46.04758071899414]"
Philipp Hennig,Conference or Workshop Paper,ICRA,Learning tracking control with forward models.,Botond Bocsi;Philipp Hennig;Lehel Csató;Jan Peters,2012,Machine Learning,"['Machine Learning', 'Robotics']","[0.6666666666666666, 0.3333333333333333]","[-29.200054168701172, 4.822699069976807]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Kernel Topic Models.,Philipp Hennig;David H. Stern;Ralf Herbrich;Thore Graepel,2012,Machine Learning,['Machine Learning'],[1.0],"[21.564680099487305, -41.874141693115234]"
Philipp Hennig,Informal or Other Publication,CoRR,Quasi-Newton Methods: A New Direction,Philipp Hennig;Martin Kiefel,2012,Machine Learning,['Machine Learning'],[1.0],"[0.9500836133956909, -46.04758071899414]"
Philipp Hennig,Conference or Workshop Paper,NIPS,Optimal Reinforcement Learning for Gaussian Systems.,Philipp Hennig,2011,Machine Learning,['Machine Learning'],[1.0],"[-37.98554229736328, -3.7070441246032715]"
Philipp Hennig,Informal or Other Publication,CoRR,Optimal Reinforcement Learning for Gaussian Systems,Philipp Hennig,2011,Machine Learning,['Machine Learning'],[1.0],"[-37.98554229736328, -3.7070441246032715]"
Philipp Hennig,Informal or Other Publication,CoRR,Kernel Topic Models,Philipp Hennig;David H. Stern;Ralf Herbrich;Thore Graepel,2011,Machine Learning,['Machine Learning'],[1.0],"[21.564537048339844, -41.873722076416016]"
Philipp Hennig,Informal or Other Publication,CoRR,Entropy Search for Information-Efficient Global Optimization,Philipp Hennig;Christian J. Schuler,2011,Machine Learning,['Machine Learning'],[1.0],"[2.709756374359131, -65.22560119628906]"
Philipp Hennig,Conference or Workshop Paper,ICMLA,Using an Infinite Von Mises-Fisher Mixture Model to Cluster Treatment Beam Directions in External Radiation Therapy.,Mark Bangert;Philipp Hennig;Uwe Oelfke,2010,Machine Learning,['Machine Learning'],[1.0],"[40.404945373535156, -62.33721160888672]"
Philipp Hennig,Conference or Workshop Paper,AISTATS,Coherent Inference on Optimal Play in Game Trees.,Philipp Hennig;David H. Stern;Thore Graepel,2010,Machine Learning,['Machine Learning'],[1.0],"[-38.70366287231445, -35.24277114868164]"
Robert C. Williamson,Journal Article,Trans. Mach. Learn. Res.,Tailoring to the Tails: Risk Measures for Fine-Grained Tail Sensitivity.,Christian Fröhlich;Robert C. Williamson,2023,Machine Learning,['Machine Learning'],[1.0],"[1.436761736869812, -55.290313720703125]"
Robert C. Williamson,Conference or Workshop Paper,ICML,Random Classification Noise does not defeat All Convex Potential Boosters Irrespective of Model Choice.,Yishay Mansour;Richard Nock;Robert C. Williamson,2023,Machine Learning,['Machine Learning'],[1.0],"[-36.134117126464844, -64.68065643310547]"
Robert C. Williamson,Conference or Workshop Paper,ISIPTA,Towards a strictly frequentist theory of imprecise probability.,Christian Fröhlich;Rabanus Derr;Robert C. Williamson,2023,Machine Learning,['Machine Learning'],[1.0],"[-28.44475555419922, -34.01384735107422]"
Robert C. Williamson,Informal or Other Publication,CoRR,The Geometry of Mixability.,Armando J. Cabrera Pacheco;Robert C. Williamson,2023,Computer Vision,['Computer Vision'],[1.0],"[71.27103424072266, 1.1234055757522583]"
Robert C. Williamson,Informal or Other Publication,CoRR,"Insights From Insurance for Fair Machine Learning: Responsibility, Performativity and Aggregates.",Christian Fröhlich;Robert C. Williamson,2023,Machine Learning,['Machine Learning'],[1.0],"[-23.140596389770508, -1.8333349227905273]"
Robert C. Williamson,Informal or Other Publication,CoRR,"A General Framework for Learning under Corruption: Label Noise, Attribute Noise, and Beyond.",Laura Iacovissi;Nan Lu;Robert C. Williamson,2023,Machine Learning,['Machine Learning'],[1.0],"[-22.973251342773438, -41.79011917114258]"
Robert C. Williamson,Journal Article,Computer,Assessing AI Fairness in Finance.,Lachlan McCalman;Daniel Steinberg;Grace Abuhamad;Marc-Etienne Brunet;Robert C. Williamson;Richard S. Zemel,2022,Machine Learning,['Machine Learning'],[1.0],"[-39.5001220703125, -17.968751907348633]"
Robert C. Williamson,Informal or Other Publication,CoRR,What killed the Convex Booster ?,Yishay Mansour;Richard Nock;Robert C. Williamson,2022,Machine Learning,['Machine Learning'],[1.0],"[-36.1083984375, -64.57355499267578]"
Robert C. Williamson,Informal or Other Publication,CoRR,Risk Measures and Upper Probabilities: Coherence and Stratification.,Christian Fröhlich;Robert C. Williamson,2022,Machine Learning,['Machine Learning'],[1.0],"[2.967557668685913, -55.44365692138672]"
Robert C. Williamson,Informal or Other Publication,CoRR,Information Processing Equalities and the Information-Risk Bridge.,Robert C. Williamson;Zac Cranko,2022,Machine Learning,['Machine Learning'],[1.0],"[-6.714475631713867, -17.427852630615234]"
Robert C. Williamson,Informal or Other Publication,CoRR,Fairness and Randomness in Machine Learning: Statistical Independence and Relativization.,Rabanus Derr;Robert C. Williamson,2022,Machine Learning,['Machine Learning'],[1.0],"[4.685344219207764, -42.69322204589844]"
Robert C. Williamson,Informal or Other Publication,CoRR,The Geometry and Calculus of Losses.,Robert C. Williamson;Zac Cranko,2022,Computer Vision,['Computer Vision'],[1.0],"[71.93917846679688, 2.2282297611236572]"
Robert C. Williamson,Conference or Workshop Paper,NeurIPS,PAC-Bayesian Bound for the Conditional Value at Risk.,Zakaria Mhammedi;Benjamin Guedj;Robert C. Williamson,2020,Machine Learning,['Machine Learning'],[1.0],"[1.025516390800476, -61.48573303222656]"
Robert C. Williamson,Conference or Workshop Paper,AIES,Costs and Benefits of Fair Representation Learning.,Daniel McNamara;Cheng Soon Ong;Robert C. Williamson,2019,Machine Learning,['Machine Learning'],[1.0],"[-28.76706314086914, -55.63772964477539]"
Robert C. Williamson,Conference or Workshop Paper,ICML,Fairness risk measures.,Robert C. Williamson;Aditya Krishna Menon,2019,Machine Learning,['Machine Learning'],[1.0],"[2.1239728927612305, -55.96294403076172]"
Robert C. Williamson,Conference or Workshop Paper,NeurIPS,A Primal-Dual link between GANs and Autoencoders.,Hisham Husain;Richard Nock;Robert C. Williamson,2019,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[55.64375686645508, -13.263310432434082]"
Robert C. Williamson,Informal or Other Publication,CoRR,Adversarial Networks and Autoencoders: The Primal-Dual Relationship and Generalization Bounds.,Hisham Husain;Richard Nock;Robert C. Williamson,2019,Machine Learning,['Machine Learning'],[1.0],"[54.924888610839844, -13.924606323242188]"
Robert C. Williamson,Conference or Workshop Paper,FAT,The cost of fairness in binary classification.,Aditya Krishna Menon;Robert C. Williamson,2018,Machine Learning,['Machine Learning'],[1.0],"[-27.759952545166016, -55.92763137817383]"
Robert C. Williamson,Conference or Workshop Paper,NeurIPS,"Constant Regret, Generalized Mixability, and Mirror Descent.",Zakaria Mhammedi;Robert C. Williamson,2018,Machine Learning,['Machine Learning'],[1.0],"[16.610179901123047, -30.77245330810547]"
Robert C. Williamson,Informal or Other Publication,CoRR,Minimax Lower Bounds for Cost Sensitive Classification.,Parameswaran Kamalaruban;Robert C. Williamson,2018,Machine Learning,['Machine Learning'],[1.0],"[-27.561840057373047, -57.14407730102539]"
Robert C. Williamson,Journal Article,J. Mach. Learn. Res.,A Theory of Learning with Corrupted Labels.,Brendan van Rooyen;Robert C. Williamson,2017,Machine Learning,['Machine Learning'],[1.0],"[-29.048927307128906, -38.3508186340332]"
Robert C. Williamson,Conference or Workshop Paper,NIPS,f-GANs in an Information Geometric Nutshell.,Richard Nock;Zac Cranko;Aditya Krishna Menon;Lizhen Qu;Robert C. Williamson,2017,Computer Vision,['Computer Vision'],[1.0],"[-22.610336303710938, -12.113100051879883]"
Robert C. Williamson,Informal or Other Publication,CoRR,The cost of fairness in classification.,Aditya Krishna Menon;Robert C. Williamson,2017,Machine Learning,['Machine Learning'],[1.0],"[-27.824159622192383, -55.97148132324219]"
Robert C. Williamson,Informal or Other Publication,CoRR,Provably Fair Representations.,Daniel McNamara;Cheng Soon Ong;Robert C. Williamson,2017,Machine Learning,['Machine Learning'],[1.0],"[37.049415588378906, -5.593250274658203]"
Robert C. Williamson,Journal Article,J. Mach. Learn. Res.,Bipartite Ranking: a Risk-Theoretic Perspective.,Aditya Krishna Menon;Robert C. Williamson,2016,Machine Learning,['Machine Learning'],[1.0],"[8.513656616210938, -79.54225158691406]"
Robert C. Williamson,Informal or Other Publication,CoRR,A Modular Theory of Feature Learning.,Daniel McNamara;Cheng Soon Ong;Robert C. Williamson,2016,Machine Learning,['Machine Learning'],[1.0],"[-28.679777145385742, -36.30074691772461]"
Robert C. Williamson,Journal Article,J. Mach. Learn. Res.,Fast rates in statistical and online learning.,Tim van Erven;Peter D. Grünwald;Nishant A. Mehta;Mark D. Reid;Robert C. Williamson,2015,Machine Learning,['Machine Learning'],[1.0],"[-6.335686206817627, -24.823169708251953]"
Robert C. Williamson,Conference or Workshop Paper,COLT,Generalized Mixability via Entropic Duality.,Mark D. Reid;Rafael M. Frongillo;Robert C. Williamson;Nishant A. Mehta,2015,Machine Learning,['Machine Learning'],[1.0],"[16.574581146240234, -34.08867263793945]"
Robert C. Williamson,Conference or Workshop Paper,NIPS,Learning with Symmetric Label Noise: The Importance of Being Unhinged.,Brendan van Rooyen;Aditya Krishna Menon;Robert C. Williamson,2015,Machine Learning,['Machine Learning'],[1.0],"[-23.60055923461914, -41.556156158447266]"
Robert C. Williamson,Informal or Other Publication,CoRR,A Theory of Feature Learning.,Brendan van Rooyen;Robert C. Williamson,2015,Machine Learning,['Machine Learning'],[1.0],"[-28.419586181640625, -36.33415603637695]"
Robert C. Williamson,Informal or Other Publication,CoRR,Learning in the Presence of Corruption.,Brendan van Rooyen;Robert C. Williamson,2015,Machine Learning,['Machine Learning'],[1.0],"[-29.859661102294922, -39.0745735168457]"
Robert C. Williamson,Conference or Workshop Paper,COLT,Bayes-Optimal Scorers for Bipartite Ranking.,Aditya Krishna Menon;Robert C. Williamson,2014,Machine Learning,['Machine Learning'],[1.0],"[8.520041465759277, -79.55203247070312]"
Robert C. Williamson,Conference or Workshop Paper,COLT,On the Consistency of Output Code Based Learning Algorithms for Multiclass Learning Problems.,Harish G. Ramaswamy;Balaji Srinivasan Babu;Shivani Agarwal;Robert C. Williamson,2014,Machine Learning,['Machine Learning'],[1.0],"[-7.520279884338379, -13.139747619628906]"
Robert C. Williamson,Conference or Workshop Paper,COLT,The Geometry of Losses.,Robert C. Williamson,2014,Computer Vision,['Computer Vision'],[1.0],"[71.90799713134766, 2.0668063163757324]"
Robert C. Williamson,Informal or Other Publication,CoRR,"Generalised Mixability, Constant Regret, and Bayesian Updating.",Mark D. Reid;Rafael M. Frongillo;Robert C. Williamson,2014,Machine Learning,['Machine Learning'],[1.0],"[16.617326736450195, -30.76409149169922]"
Robert C. Williamson,Conference or Workshop Paper,Empirical Inference,Loss Functions.,Robert C. Williamson,2013,Machine Learning,['Machine Learning'],[1.0],"[29.23447036743164, -44.8055419921875]"
Robert C. Williamson,Journal Article,J. Mach. Learn. Res.,Mixability is Bayes Risk Curvature Relative to Log Loss.,Tim van Erven;Mark D. Reid;Robert C. Williamson,2012,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[18.133115768432617, -33.137325286865234]"
Robert C. Williamson,Conference or Workshop Paper,ICML,The Convexity and Design of Composite Multiclass Losses.,Mark D. Reid;Robert C. Williamson;Peng Sun,2012,Machine Learning,['Machine Learning'],[1.0],"[-34.89909362792969, -60.816043853759766]"
Robert C. Williamson,Conference or Workshop Paper,NIPS,Mixability in Statistical Learning.,Tim van Erven;Peter D. Grünwald;Mark D. Reid;Robert C. Williamson,2012,Machine Learning,['Machine Learning'],[1.0],"[16.799518585205078, -33.004364013671875]"
Robert C. Williamson,Conference or Workshop Paper,COLT,Divergences and Risks for Multiclass Experiments.,Dario García-García;Robert C. Williamson,2012,Machine Learning,['Machine Learning'],[1.0],"[-14.31851577758789, -35.67701721191406]"
Robert C. Williamson,Conference or Workshop Paper,ICML Unsupervised and Transfer Learning,Clustering: Science or Art?,Ulrike von Luxburg;Robert C. Williamson;Isabelle Guyon,2012,Machine Learning,['Machine Learning'],[1.0],"[-19.29610252380371, -14.012229919433594]"
Robert C. Williamson,Informal or Other Publication,CoRR,The Convexity and Design of Composite Multiclass Losses,Mark D. Reid;Robert C. Williamson;Peng Sun,2012,Machine Learning,['Machine Learning'],[1.0],"[-34.89909362792969, -60.816043853759766]"
Robert C. Williamson,Journal Article,J. Mach. Learn. Res.,"Information, Divergence and Risk for Binary Experiments.",Mark D. Reid;Robert C. Williamson,2011,Machine Learning,['Machine Learning'],[1.0],"[-14.3368558883667, -35.691864013671875]"
Robert C. Williamson,Conference or Workshop Paper,AISTATS,Convexity of Proper Composite Binary Losses.,Mark D. Reid;Robert C. Williamson,2010,Machine Learning,['Machine Learning'],[1.0],"[-35.6170654296875, -60.488922119140625]"
Robert C. Williamson,Conference or Workshop Paper,COLT,Generalised Pinsker Inequalities.,Mark D. Reid;Robert C. Williamson,2009,Machine Learning,['Machine Learning'],[1.0],"[-4.077747821807861, -15.008142471313477]"
Robert C. Williamson,Informal or Other Publication,CoRR,Generalised Pinsker Inequalities,Mark D. Reid;Robert C. Williamson,2009,Machine Learning,['Machine Learning'],[1.0],"[-4.077747821807861, -15.008142471313477]"
Robert C. Williamson,Journal Article,IEEE Trans. Inf. Theory,"Correction to ""The Importance of Convexity in Learning With Squared Loss"".",Wee Sun Lee;Peter L. Bartlett;Robert C. Williamson,2008,Machine Learning,['Machine Learning'],[1.0],"[-37.241573333740234, -61.93064880371094]"
